0,0,0
-0.0895041,-0.1321251,0.0127863
-0.1449114,-0.0511452,-0.0085242
-0.1406493,-0.0980283,-0.0085242
-0.2685123,-0.1065525,0.0085242
-0.2940849,-0.042621,-0.0085242
-0.3580164,-0.0681936,0
0.1875324,-0.1022904,0.0127863
0.554073,0,-0.0255726
-0.0809799,0.2216292,-0.0767178
0.8993031,0.2642502,0.1150767
1.3510857,0.3665406,0.0213105
1.2061743,-0.4304721,0.0767178
0.8993031,0.1236009,-0.042621
0.3026091,0.0724557,0.042621
0.0596694,0.0170484,-0.0639315
-0.1321251,-0.2386776,0.0127863
0.2472018,0.2472018,0.1150767
-0.3622785,0.2344155,-0.0639315
-1.3766583,0.5327625,0.0383589
-1.0996218,-0.1576977,0.1150767
-0.6521013,0.1321251,0.1065525
-0.1022904,0.0724557,-0.0170484
0.1150767,0.0554073,0.042621
0.3750648,-0.0298347,0.0042621
1.2828921,-0.1363872,-0.1236009
1.3382994,1.0570008,0.0980283
1.4235414,0.0937662,-0.0127863
0.8865168,-0.1065525,-0.2045808
0.3494922,-0.0767178,-0.0639315
0.0255726,0.0895041,-0.0554073
-0.1236009,0.0213105,-0.0085242
0.0170484,-0.0511452,0.0340968
-0.4091616,0.085242,-0.0809799
-1.0570008,0.5753835,0.0724557
-1.3851825,0.0596694,-0.0468831
-1.0314282,-0.42621,-0.1321251
-0.2429397,0.0596694,-0.0980283
-0.0809799,0.042621,-0.0468831
0.0596694,0.5029278,-0.1960566
1.0783113,-0.2727744,-0.0340968
0.9248757,-0.170484,-0.1321251
0.724557,-0.1576977,-0.2216292
0.9120894,-0.1108146,-0.1193388
-0.0170484,0.0681936,0.0511452
-0.1747461,-0.2770365,-0.1747461
-0.4645689,-0.5881698,-0.1022904
-0.4091616,-0.0639315,0.0298347
-0.9206136,-0.0937662,-0.1832703
-1.7602473,0.0298347,-0.0724557
-1.4533761,-0.1576977,-0.0767178
-0.8822547,0.0127863,-0.1193388
-0.3750648,-0.2003187,0.3537543
-0.1917945,-0.0085242,-0.0383589
0.0511452,-0.0937662,-0.0937662
0.5839077,-0.170484,0.0085242
1.1422428,0.3921132,-0.0042621
1.4619003,0.5071899,0
0.9248757,-0.5412867,-0.0170484
0.213105,-0.2173671,-0.0767178
-0.0596694,-0.0681936,0
-0.3196575,0.0298347,0.0681936
-0.0639315,0.1449114,-0.0809799
-1.0612629,0.0468831,0.0895041
-1.4022309,0.2045808,-0.0170484
-0.9547104,0.042621,-0.0511452
-0.6606255,-0.0042621,0.0937662
-0.0511452,0.1193388,-0.0340968
0.085242,0.042621,-0.0213105
0.340968,-0.0085242,-0.0213105
0.8055369,-0.0639315,0.0298347
1.3596099,0.3494922,0.0085242
1.6579569,0.4517826,-0.0127863
1.2743679,-0.5455488,-0.0042621
0.4475205,-0.2216292,-0.1321251
0.0980283,-0.0085242,-0.0340968
-0.0895041,0.0724557,0.0298347
0.1406493,0.1363872,-0.0681936
-0.3452301,-0.0255726,0.0170484
-1.022904,0.3921132,-0.0042621
-1.2487953,0.3281817,-0.042621
-0.6052182,-0.4901415,0.0980283
-0.0895041,-0.2258913,-0.1022904
0.1832703,-0.0980283,-0.0639315
0.2940849,0.0127863,-0.1406493
0.980283,0.1875324,-0.1576977
1.6238601,0.4517826,-0.2514639
1.2274848,0.0724557,-0.0340968
0.6691497,0.0468831,0.0213105
0.2642502,0.0980283,-0.0639315
0.0937662,0.1022904,-0.1491735
-0.1321251,0,-0.085242
0.0511452,0.0681936,-0.0213105
-0.3239196,0.0681936,-0.1917945
-0.9632346,0.3281817,-0.1363872
-1.2914163,0.4901415,-0.1150767
-0.9717588,0.1576977,-0.1790082
-0.6947223,-0.6478392,0.0255726
-0.1363872,-0.0809799,-0.1236009
0.3324438,0.1236009,-0.213105
1.6068117,0.5455488,-0.0085242
1.2658437,0.7160328,-0.3793269
1.1209323,0.2642502,-0.1960566
0.6861981,0.1193388,-0.127863
