0,0.000000,-1.404113,-14.853386,-0.518757,-0.368977,0.459991,0.305757,-0.297149,0.044550,0.014095,0.017585,0.042125,0.401642,0.002440,0.044373,0.002107,-0.374027,0.382502,0.301403,-0.368906,0.465830,0.307158,-0.363988,0.531607,0.308687,,,,,,,,,,,,,,,
1,0.008333,-1.967649,-21.572691,-0.900095,-0.368871,0.459931,0.305637,-0.297187,0.044528,0.014051,0.017561,0.042009,0.401737,0.002354,0.044354,0.002106,-0.373664,0.382241,0.301379,-0.368963,0.465776,0.306999,-0.364044,0.531585,0.308547,,,,,,,,,,,,,,,
2,0.016667,-2.027500,-22.261877,-0.910912,-0.368740,0.459949,0.305679,-0.297141,0.044543,0.014093,0.017607,0.042011,0.401757,0.002379,0.044332,0.002132,-0.373486,0.382109,0.301352,-0.368873,0.465703,0.307030,-0.363944,0.531521,0.308559,,,,,,,,,,,,,,,
3,0.025000,0.078628,1.088742,0.044300,-0.369235,0.460177,0.305551,-0.296959,0.044661,0.014053,0.017656,0.042184,0.401737,0.002536,0.044494,0.002138,-0.374985,0.382970,0.300864,-0.368816,0.465896,0.307130,-0.363904,0.531666,0.308660,,,,,,,,,,,,,,,
4,0.033333,0.025101,0.460389,0.022964,-0.369231,0.460041,0.305452,-0.297039,0.044594,0.014055,0.017579,0.042018,0.401686,0.002414,0.044439,0.002013,-0.374962,0.382800,0.300768,-0.368826,0.465778,0.307027,-0.363906,0.531545,0.308560,-3.540891,0.681303,-0.150409,,,,,,,,,,,,
5,0.041667,0.103287,1.250691,0.047815,-0.369374,0.460223,0.305557,-0.297004,0.044623,0.014043,0.017600,0.042041,0.401538,0.002526,0.044476,0.002046,-0.375132,0.383010,0.300852,-0.368949,0.465955,0.307137,-0.364039,0.531702,0.308680,-3.540177,0.681515,-0.150091,,,,,,,,,,,,
6,0.050000,-0.020680,-0.265339,-0.030404,-0.369334,0.460149,0.305443,-0.297061,0.044661,0.013969,0.017530,0.041969,0.401565,0.002446,0.044498,0.002020,-0.375074,0.382938,0.300749,-0.368941,0.465888,0.307014,-0.363983,0.531621,0.308563,-3.540960,0.681274,-0.150440,,,,,,,,,,,,
7,0.058333,-1.776346,-20.042830,-0.778748,-0.368911,0.459892,0.305611,-0.297219,0.044538,0.013980,0.017539,0.041988,0.401744,0.002340,0.044332,0.002032,-0.373718,0.382281,0.301366,-0.368971,0.465727,0.307004,-0.364075,0.531560,0.308530,-3.540742,0.681351,-0.150352,,,,,,,,,,,,
8,0.066667,0.002583,0.055115,0.008125,-0.369364,0.459961,0.305573,-0.297141,0.044597,0.014045,0.017580,0.042050,0.401739,0.002364,0.044343,0.002067,-0.375082,0.382711,0.300885,-0.368969,0.465683,0.307154,-0.364039,0.531490,0.308679,-3.540500,0.681403,-0.150229,,,,,,,,,,,,
9,0.075000,-0.027696,-0.296941,-0.018407,-0.369129,0.460060,0.305343,-0.297052,0.044684,0.013990,0.017671,0.042158,0.401724,0.002393,0.044491,0.001977,-0.374855,0.382824,0.300655,-0.368740,0.465782,0.306916,-0.363789,0.531574,0.308456,-3.540612,0.681363,-0.150277,,,,,,,,,,,,
10,0.083333,-1.415221,-15.427224,-0.537135,-0.368596,0.460039,0.305836,-0.296932,0.044746,0.014123,0.017692,0.042164,0.401601,0.002639,0.044578,0.002115,-0.373628,0.382488,0.301549,-0.368563,0.465878,0.307233,-0.363685,0.531676,0.308756,,,,,,,,,,,,,,,
11,0.091667,-1.448496,-15.743566,-0.583039,-0.368623,0.459968,0.305681,-0.297004,0.044678,0.014096,0.017701,0.041901,0.401683,0.002564,0.044549,0.002091,-0.373704,0.382392,0.301402,-0.368586,0.465820,0.307078,-0.363653,0.531581,0.308606,-3.540422,0.681388,-0.150157,,,,,,,,,,,,
12,0.100000,0.022595,0.336337,-0.014090,-0.369180,0.460195,0.305455,-0.297049,0.044647,0.014011,0.017651,0.042188,0.401620,0.002489,0.044487,0.002034,-0.374947,0.383001,0.300765,-0.368776,0.465914,0.307029,-0.363818,0.531669,0.308571,,,,,,,,,,,,,,,
13,0.108333,-1.795563,-20.352610,-0.841747,-0.368592,0.460041,0.305681,-0.297111,0.044599,0.014123,0.017709,0.042138,0.401771,0.002460,0.044418,0.002099,-0.373377,0.382213,0.301420,-0.368644,0.465805,0.307094,-0.363737,0.531609,0.308631,-3.540123,0.681509,-0.150077,,,,,,,,,,,,
14,0.116667,-0.078940,-0.968400,-0.056908,-0.369158,0.460053,0.305411,-0.297032,0.044661,0.013991,0.017698,0.042043,0.401610,0.002435,0.044469,0.001964,-0.374880,0.382805,0.300725,-0.368784,0.465793,0.306985,-0.363811,0.531559,0.308522,-3.540552,0.681405,-0.150270,,,,,,,,,,,,
15,0.125000,0.093700,1.282685,0.056576,-0.369160,0.460204,0.305464,-0.297002,0.044661,0.014028,0.017687,0.042235,0.401690,0.002525,0.044523,0.002061,-0.374909,0.382988,0.300775,-0.368736,0.465925,0.307042,-0.363833,0.531700,0.308574,-3.540732,0.681353,-0.150340,,,,,,,,,,,,
16,0.133333,0.047525,0.513785,0.011118,-0.369062,0.460041,0.305512,-0.296916,0.044722,0.014015,0.017630,0.042099,0.401657,0.002547,0.044507,0.002000,-0.374811,0.382821,0.300816,-0.368655,0.465766,0.307100,-0.363720,0.531536,0.308621,-3.540874,0.681276,-0.150382,,,,,,,,,,,,
17,0.141667,-1.947519,-21.703741,-0.916882,-0.368507,0.459961,0.305657,-0.296976,0.044727,0.014066,0.017683,0.042195,0.401634,0.002565,0.044546,0.002081,-0.373281,0.382238,0.301342,-0.368627,0.465812,0.307033,-0.363712,0.531576,0.308567,-3.541075,0.681235,-0.150482,,,,,,,,,,,,
18,0.150000,0.072317,0.819336,0.031383,-0.368931,0.460195,0.305591,-0.296921,0.044658,0.014086,0.017744,0.042282,0.401698,0.002618,0.044526,0.002104,-0.374678,0.382969,0.300892,-0.368517,0.465928,0.307180,-0.363598,0.531688,0.308701,-3.540838,0.681269,-0.150419,,,,,,,,,,,,
19,0.158333,-1.965446,-21.329210,-0.910199,-0.368454,0.460041,0.305593,-0.297007,0.044787,0.014020,0.017723,0.042147,0.401566,0.002513,0.044602,0.002007,-0.373314,0.382239,0.301297,-0.368561,0.465841,0.306948,-0.363597,0.531612,0.308475,-3.540708,0.681351,-0.150318,,,,,,,,,,,,
20,0.166667,0.136963,1.813690,0.084864,-0.369138,0.460183,0.305580,-0.297029,0.044648,0.014033,0.017692,0.042160,0.401625,0.002540,0.044514,0.002102,-0.374892,0.382962,0.300891,-0.368703,0.465898,0.307165,-0.363819,0.531688,0.308685,-3.540604,0.681363,-0.150267,,,,,,,,,,,,
21,0.175000,0.010145,0.193757,-0.002017,-0.369100,0.459899,0.305393,-0.297038,0.044694,0.013921,0.017603,0.042004,0.401703,0.002427,0.044446,0.001904,-0.374841,0.382678,0.300704,-0.368701,0.465617,0.306966,-0.363758,0.531404,0.308508,-3.540752,0.681289,-0.150345,,,,,,,,,,,,
22,0.183333,0.060715,0.785376,0.029752,-0.369132,0.460081,0.305546,-0.297005,0.044661,0.014020,0.017687,0.042206,0.401689,0.002492,0.044460,0.002047,-0.374878,0.382851,0.300855,-0.368719,0.465798,0.307129,-0.363797,0.531592,0.308654,-3.540723,0.681316,-0.150315,,,,,,,,,,,,
23,0.191667,0.061313,0.868946,0.035040,-0.369000,0.460126,0.305523,-0.296910,0.044693,0.014025,0.017711,0.042229,0.401665,0.002578,0.044550,0.002005,-0.374746,0.382900,0.300840,-0.368585,0.465859,0.307106,-0.363669,0.531620,0.308624,-3.540339,0.681511,-0.150148,,,,,,,,,,,,
24,0.200000,-1.619412,-17.119410,-0.672905,-0.368563,0.460010,0.305680,-0.296940,0.044739,0.014072,0.017710,0.042096,0.401543,0.002601,0.044567,0.002021,-0.373589,0.382364,0.301394,-0.368556,0.465867,0.307045,-0.363620,0.531637,0.308568,-3.540519,0.681395,-0.150275,,,,,,,,,,,,
25,0.208333,0.111212,1.401696,0.055882,-0.369223,0.460232,0.305532,-0.297040,0.044633,0.014029,0.017660,0.042097,0.401611,0.002526,0.044532,0.002105,-0.374982,0.383027,0.300833,-0.368796,0.465949,0.307112,-0.363891,0.531720,0.308653,-3.540893,0.681246,-0.150396,,,,,,,,,,,,
26,0.216667,-1.987604,-22.020233,-0.910404,-0.368713,0.459898,0.305606,-0.297175,0.044537,0.014058,0.017592,0.041959,0.401744,0.002352,0.044339,0.002050,-0.373499,0.382152,0.301309,-0.368842,0.465720,0.306976,-0.363909,0.531519,0.308514,,,,,,,,,,,,,,,
27,0.225000,0.023903,0.414649,0.017859,-0.369246,0.460130,0.305498,-0.296990,0.044683,0.013985,0.017647,0.042161,0.401658,0.002502,0.044477,0.002019,-0.374979,0.382891,0.300809,-0.368842,0.465856,0.307070,-0.363916,0.531643,0.308615,-3.540605,0.681371,-0.150262,,,,,,,,,,,,
28,0.233333,0.039786,0.512933,0.022841,-0.369124,0.460225,0.305498,-0.296980,0.044651,0.014114,0.017686,0.042250,0.401693,0.002523,0.044522,0.002098,-0.374857,0.383004,0.300807,-0.368718,0.465950,0.307079,-0.363797,0.531720,0.308608,,,,,,,,,,,,,,,
29,0.241667,0.052305,0.754576,0.038802,-0.369148,0.460004,0.305495,-0.296984,0.044669,0.014063,0.017622,0.042095,0.401635,0.002495,0.044496,0.002013,-0.374880,0.382777,0.300810,-0.368737,0.465729,0.307075,-0.363827,0.531506,0.308601,-3.540262,0.681497,-0.150142,,,,,,,,,,,,
30,0.250000,-1.970464,-22.136620,-0.911583,-0.368858,0.460035,0.305710,-0.297147,0.044604,0.014089,0.017535,0.042069,0.401679,0.002399,0.044396,0.002127,-0.373605,0.382287,0.301361,-0.368974,0.465872,0.307092,-0.364042,0.531640,0.308646,-3.540797,0.681338,-0.150351,,,,,,,,,,,,
31,0.258333,0.050273,0.575892,0.026020,-0.369415,0.459945,0.305442,-0.297223,0.044538,0.014042,0.017502,0.041954,0.401705,0.002279,0.044295,0.002033,-0.375150,0.382721,0.300742,-0.369009,0.465649,0.307021,-0.364087,0.531466,0.308563,-3.540725,0.681319,-0.150304,,,,,,,,,,,,
32,0.266667,-1.906522,-21.360094,-0.855587,-0.368798,0.460005,0.305672,-0.297221,0.044626,0.014130,0.017568,0.042043,0.401673,0.002367,0.044443,0.002124,-0.373593,0.382143,0.301355,-0.368928,0.465798,0.307046,-0.364029,0.531605,0.308593,-3.540215,0.681525,-0.150087,,,,,,,,,,,,
33,0.275000,0.078819,1.124321,0.051716,-0.369230,0.460161,0.305488,-0.297046,0.044621,0.014009,0.017624,0.042173,0.401713,0.002461,0.044500,0.002027,-0.374973,0.382938,0.300795,-0.368809,0.465892,0.307059,-0.363906,0.531655,0.308609,-3.540387,0.681510,-0.150180,,,,,,,,,,,,
34,0.283333,-0.017407,-0.170223,-0.017853,-0.369176,0.460114,0.305387,-0.297006,0.044720,0.014005,0.017668,0.042062,0.401603,0.002482,0.044545,0.001994,-0.374908,0.382885,0.300698,-0.368783,0.465852,0.306961,-0.363835,0.531604,0.308501,-3.540189,0.681496,-0.150110,,,,,,,,,,,,
35,0.291667,0.096929,1.135148,0.054836,-0.369202,0.460001,0.305606,-0.297047,0.044559,0.014103,0.017620,0.042005,0.401832,0.002434,0.044366,0.002130,-0.374944,0.382762,0.300904,-0.368784,0.465700,0.307192,-0.363878,0.531543,0.308722,-3.540960,0.681241,-0.150418,,,,,,,,,,,,
36,0.300000,-1.853522,-20.935396,-0.832375,-0.368748,0.459692,0.305620,-0.297193,0.044541,0.014090,0.017686,0.041494,0.401793,0.002318,0.044287,0.002058,-0.373529,0.382100,0.301325,-0.368839,0.465533,0.307012,-0.363946,0.531365,0.308545,-3.541095,0.681176,-0.150455,,,,,,,,,,,,
37,0.308333,0.040915,0.568932,0.019255,-0.369381,0.460192,0.305509,-0.297082,0.044629,0.013999,0.017564,0.042002,0.401545,0.002485,0.044448,0.002057,-0.375124,0.382966,0.300817,-0.368972,0.465921,0.307085,-0.364046,0.531690,0.308625,,,,,,,,,,,,,,,
38,0.316667,0.077990,1.129255,0.052776,-0.369304,0.460239,0.305453,-0.297099,0.044598,0.014076,0.017580,0.042123,0.401684,0.002427,0.044483,0.002076,-0.375045,0.383023,0.300763,-0.368883,0.465962,0.307023,-0.363981,0.531731,0.308572,-3.541130,0.681235,-0.150493,,,,,,,,,,,,
39,0.325000,0.078606,1.026610,0.053348,-0.369237,0.460099,0.305460,-0.296998,0.044680,0.014025,0.017637,0.042051,0.401554,0.002495,0.044517,0.002010,-0.374972,0.382864,0.300767,-0.368821,0.465815,0.307041,-0.363919,0.531617,0.308573,-3.540268,0.681544,-0.150128,,,,,,,,,,,,
40,0.333333,0.067356,0.818168,0.040916,-0.369212,0.460085,0.305556,-0.297043,0.044596,0.014098,0.017642,0.042160,0.401712,0.002446,0.044426,0.002075,-0.374947,0.382852,0.300860,-0.368800,0.465805,0.307141,-0.363890,0.531599,0.308668,-3.540607,0.681413,-0.150245,,,,,,,,,,,,
41,0.341667,-0.006016,-0.006994,0.002338,-0.369096,0.460002,0.305498,-0.296991,0.044624,0.014088,0.017636,0.042075,0.401713,0.002470,0.044425,0.002084,-0.374815,0.382763,0.300808,-0.368702,0.465721,0.307069,-0.363770,0.531523,0.308618,-3.541313,0.681140,-0.150550,,,,,,,,,,,,
42,0.350000,-1.936223,-21.752487,-0.829710,-0.368569,0.460097,0.305758,-0.296971,0.044732,0.014102,0.017716,0.042211,0.401582,0.002574,0.044539,0.002136,-0.373299,0.382272,0.301423,-0.368685,0.465914,0.307140,-0.363786,0.531683,0.308668,,,,,,,,,,,,,,,
43,0.358333,0.057031,0.729580,0.017084,-0.369107,0.460266,0.305418,-0.297694,0.044667,0.013708,0.017655,0.042199,0.401619,0.002511,0.044535,0.001971,-0.374865,0.383050,0.300726,-0.368694,0.465988,0.306999,-0.363760,0.531761,0.308529,-3.540682,0.681391,-0.150301,,,,,,,,,,,,
44,0.366667,0.091702,1.105690,0.029848,-0.369254,0.460057,0.305518,-0.297109,0.044622,0.014046,0.017616,0.042030,0.401554,0.002457,0.044423,0.002024,-0.375025,0.382844,0.300820,-0.368832,0.465787,0.307104,-0.363905,0.531541,0.308629,-3.540284,0.681487,-0.150128,,,,,,,,,,,,
45,0.375000,-1.850506,-20.385206,-0.845221,-0.368736,0.459857,0.305644,-0.297195,0.044589,0.014073,0.017570,0.042001,0.401736,0.002385,0.044369,0.002108,-0.373599,0.382212,0.301361,-0.368808,0.465714,0.307027,-0.363868,0.531502,0.308556,,,,,,,,,,,,,,,
46,0.383333,0.048696,0.764198,0.031554,-0.369048,0.459930,0.305451,-0.297052,0.044617,0.014033,0.017676,0.041597,0.401877,0.002499,0.044445,0.002078,-0.374789,0.382706,0.300766,-0.368635,0.465655,0.307024,-0.363718,0.531430,0.308562,-3.541263,0.681148,-0.150501,,,,,,,,,,,,
